Nama Pengguna,Produk,Rating,Ulasan,Tanggal
Rasidi,NAH Project - Sandal Pria Wanita Feel The Pulse Sandals White,bintang 5,Lem & jahitan rapi Nyaman dipakai Ringan dipakai Ukuran pas di kaki Modelnya keren 😎,2 bulan lalu
R***i,NAH Project - Sandal Pria Wanita Unisex Flicker Sandals Navy,bintang 5,Nyaman dipakai,2 bulan lalu
F***d,NAH Project - Sepatu Sneakers Pria Unisex Audacity-II Black White,bintang 5,"bagus rapih kerenn, nyaman juga dipake. cuma sol depan kek kurang rapi. tapi overall Good",2 bulan lalu
David,NAH Project - Insole Sepatu Spark Plug,bintang 5,pas dan cocok sama sepatu,2 bulan lalu
Heru,NAH Project - Sepatu Sneakers Pria Unisex Audacity-II Black White,bintang 5,mantabbb.,2 bulan lalu
h***i,NAH Project - Sepatu Sneakers Pria Unisex Flexknit V3.0 All White,bintang 5,keren modelnya dan pas di kaki,2 bulan lalu
Eron,NAH Project - Sepatu Sneakers Unisex Flexknit Triple Black,bintang 5,naissss...,2 bulan lalu
Annoru,NAH Project - Sepatu Sneakers Pria Unisex Flexknit V3.0 All White,bintang 5,untuk harga se-gini lumayan puas lemnya juga rapih gak belepotan,3 bulan lalu
M***i,NAH Project - Sepatu Sneakers Pria Unisex Flexknit V3.0 All White,bintang 5,"Bagus sepatunya, kualitas, packing, harga, dan simple pakenya",3 bulan lalu
a***l,NAH Project - Sepatu Sneakers Pria Unisex Flexknit V3.0 All White,bintang 5,mantab barang ok dan packing rapih,3 bulan lalu
Agung,NAH Project - Sepatu Sneakers Putih Pria Wanita ODE All White,bintang 5,"best model sih ini, fit in, enak dipake buat lari juga, putih bersih, jari gak nekuk, sukses selalu",3 bulan lalu
Muhammad,NAH Project - Sandal Pria Wanita Feel The Pulse Sandals White,bintang 5,Nyaman dipakai,3 bulan lalu
A***n,NAH Project - Sepatu Sneakers Pria Unisex Audacity-II Black White,bintang 5,"Keren, masih the best local brand imo !",3 bulan lalu
Gilbert,NAH Project - Sepatu Sneakers Pria Unisex Flexknit V3.0 All White,bintang 5,"Bahan nyaman banget, size sesuai chart",3 bulan lalu
Felicia,NAH Project - Sepatu Sneakers Unisex Flexknit V3.0 Burning Red,bintang 5,sesuai deskripsi,4 bulan lalu
Mulyadi,NAH Project - Sepatu Sneakers Unisex Flexknit V3.0 Burning Red,bintang 5,Ok,4 bulan lalu
Iqbal,NAH Project - Insole Sepatu Spark Plug,bintang 5,bahan tebal dan empuk,4 bulan lalu
Fadli,NAH Project - Sepatu Sneakers Pria Unisex Audacity-II Black White,bintang 5,Baguss sepatunyaa☝🏻,4 bulan lalu
Neko,NAH Project - Sepatu Sneakers Pria Unisex Paragon Black Ivory,bintang 5,respon penjual cepat dan barang worth it :),4 bulan lalu
Irsan,NAH Project - Sepatu Sneakers Pria Unisex Spark Black White,bintang 5,sepatunya kerennn...semoga awet,4 bulan lalu
d***d,NAH Project - Sepatu Sneakers Pria Unisex Audacity-II Black White,bintang 5,mantap. semoga sukses terus,4 bulan lalu
Handy,NAH Project - Sepatu Sneakers Pria Wanita ODE Quest Grey,bintang 5,"thank you Nah project, barang nya mantab. kurir juga oke. top markotob deh. 
selalu support produk nasional",4 bulan lalu
Anthony,NAH Project - Sepatu Sneakers Pria Wanita ODE Quest Grey,bintang 5,Keren. Buatan nya rapi. Sangat worth it dengan harganya. Akan repeat order soon..,5 bulan lalu
Ezra,NAH Project - Sandal Pria Wanita Flicker Sandals Olive,bintang 5,"Nyaman dipakai Ringan dipakai Lem & jahitan rapi , untuk ukuran sepertinya harus upsize Modelnya keren 😎",5 bulan lalu
D***N,NAH Project - Sepatu Sneakers Pria Unisex Flexknit V3.0 All White,bintang 5,JOSS,5 bulan lalu
D***a,NAH Project - Sepatu Sneakers Pria Wanita ODE Quest Grey,bintang 5,Keren bgt puas bgt murah bgt,5 bulan lalu
E***e,NAH Project - Insole Sepatu Spark Plug,bintang 2,"Barang tidak bermasalah, tapi pada saat udah diterima, packing sudah terbuka. Dan saat saya tanyakan ke kurir katanya dari toko nya.",5 bulan lalu
H***y,NAH Project - Insole Sepatu Spark Plug,bintang 5,"On feet nya enak dan empuk, walopun pengiriman agak lama dan sedikit penyok box nya tapi bkn jadi masalah selama fungsi nya nyaman",5 bulan lalu
Immanuel,NAH Project - Sneakers Unisex Flexknit V3.0 Carbon Black,bintang 5,"Sepatu terasa empuk di kaki, dan terasa fit. Satu ukuran diatas ukuran normal bisa buat sepatu ini jadi perfect

Poin plus juga untuk memasukkan sepatu ke dalam kaki kare... ",5 bulan lalu
D***n,NAH Project - Insole Sepatu Spark Plug,bintang 4,"Brg sdh terima, tp blom dicoba, semoga bagus sesuai rekom dr ulasan.",5 bulan lalu
i***m,NAH Project - Sepatu Sneakers Unisex SN-05 Revived Suede Olive,bintang 5,Mantap modelnya 👟 Proses pesanan cepat,5 bulan lalu
R***a,NAH Project - Insole Sepatu Spark Plug,bintang 5,"Baru sampe rumah makanya baru unboxing, mayan lah nanti dicoba buat basketan",5 bulan lalu
Dicky,NAH Project - Sepatu Sneakers Pria Unisex Audacity-II Bone White,bintang 5,Oke 🤘🏻,5 bulan lalu
wandi,NAH Project - Sepatu Sneakers Pria Wanita ODE Quest Grey,bintang 5,"packing barang aman.
panjang insole saya biasa 25cm, tp di sini gk sesuai deskripsi.
yg lg milih2 ukuran saran saya pilih uk lbh gede dr deskripsi aja.
kondisi sepatu sem... ",5 bulan lalu
M***i,NAH Project - Insole Sepatu Spark Plug,bintang 5,"Pas dan langsung cocok masuk ke sepatu, empuk dan nyaman juga, ga bikin sakit dampal kaki. Terimakasih🙌🏻",5 bulan lalu
M***i,NAH Project - Insole Sepatu Spark Plug,bintang 5,"Pas dan langsung cocok masuk ke sepatu, empuk dan nyaman juga, ga bikin sakit dampal kaki. Terimakasih🙌🏻",5 bulan lalu
Susanto,NAH Project - Insole Sepatu Spark Plug,bintang 5,pembelian ke-3 di toko ini,5 bulan lalu
Gusti,NAH Project - Insole Sepatu Spark Plug,bintang 5,lumayan empuk,5 bulan lalu
H***s,NAH Project - Sandal Pria Wanita Flicker Sandals Olive,bintang 3,"Ukuran yang dipesan sudah sesuai, namum setelah dipakai kekecelian. 
Harus beli lebih besar 1 size.
Dan foam terlalu tebal, kaki serasa ditekan terus. Pemakaian lama jadi... ",5 bulan lalu
Sri,NAH Project - Sneakers Unisex Flexknit V3.0 Carbon Black,bintang 5,gud!,5 bulan lalu
I***l,NAH Project - Sepatu Sneakers Pria Unisex Audacity-II Black White,bintang 5,mantap ukuran juga pas,5 bulan lalu
L***t,NAH Project - Sepatu Sneakers Pria Unisex Audacity-II Bone White,bintang 5,"packing simple tapi sampai aman tidak penyok. sepatu diterima dlm kondisi oke, dicoba ukurannya 43 nya pas di kaki. smg bisa nyaman buat dipakai sehari2 di kantor maupun... ",5 bulan lalu
Haritsd,NAH Project - Sepatu Sneakers Pria Unisex Audacity-II Black White,bintang 5,"saya suka sepatunya dalamnya nyaman sekali, namun ada masukan sedikit ya😁 mungkin bisa lebih ditingkatkan lagi packingnya kak dan semoga quality controlnya untuk hal hal... ",5 bulan lalu
Mayarani,NAH Project - Sepatu Sneakers Unisex Flexknit V3.0 Burning Red,bintang 5,selalu puas belanja disini,5 bulan lalu
Heri,NAH Project - Sepatu Sneakers Pria Wanita ODE Quest Grey,bintang 5,"ukuran dan model sesuai deskripsi dan nyaman dipakai  pokoknya siip, thx seller.",5 bulan lalu
D***a,NAH Project - Sandal Pria Wanita Unisex Topo Sandals Black,bintang 5,"modell sangat baguss, ukuran pas
bahann okee,kenyamanan lumayann tapi nyaman
terimakasihh miminn😆",5 bulan lalu
T,NAH Project - Sepatu Sneakers Unisex Flexknit Triple Black,bintang 5,"dipakainya enteng, pas di kaki, hanya sol nya empuk, semoga awet",6 bulan lalu
Susanto,NAH Project - Sepatu Sneakers Unisex Flexknit Triple Black,bintang 5,"pembelian yang kedua untuk type yang berbeda, bagus",6 bulan lalu
Candra,NAH Project - Sepatu Sneakers Pria Wanita ODE Quest Grey,bintang 5,Sepatu nyaman dan pastinya mantaapp jiwaaa … kereeeennn,6 bulan lalu
W***a,NAH Project - Sepatu Sneakers Pria Unisex Audacity-II Bone White,bintang 5,"Sepatunya bagus, lokal pride, tpi mungkin perlu di perhatiin kebersihan di gudang penyimpanan, karna bahan sepatunya lumayan kotor. Semoga Makin berkembang, semangat",6 bulan lalu
K***i,NAH Project - Sepatu Sneakers Pria Unisex Audacity-II Black White,bintang 5,"pas banget ukurannya, mungkin lebihin 1 kalo mau order lagi
overall barangnya oke",6 bulan lalu
E***i,NAH Project - Sepatu Sneakers Unisex Flexknit Triple Black,bintang 5,Bagus sepatunya,6 bulan lalu
Muhamad,NAH Project - Insole Sepatu Spark Plug,bintang 5,"empuk, tebal, kita lihat 3 bulan ke depan",6 bulan lalu
Suprayitno,NAH Project - Sepatu Sneakers Putih Pria Wanita ODE All White,bintang 5,barangnya mantab semoga awet,6 bulan lalu
Budi,NAH Project - Sepatu Sneakers Pria Unisex Audacity-II Black White,bintang 5,"🅑🅐🅡🅐🅝🅖 🅨🅐🅝🅖 🅑🅐🅖🅤🅢
🅓🅐🅡🅘 🅣🅞🅚🅞 🅨🅐🅝🅖 🅣🅔🅡🅟🅔🅡🅒🅐🅨🅐 🅓🅐🅝 🅡🅔🅢🅟🅞🅝🅝🅨🅐 🅒🅔🅟🅐🅣
🄼🄰🄽🅃🄰🄿
TᴏᴋᴏKᴇʀᴇN
⸽R⸽e⸽k⸽o⸽m⸽e⸽n⸽d⸽a⸽s⸽i⸽ ⸽S⸽a⸽... ",6 bulan lalu
A***a,NAH Project - Insole Sepatu Spark Plug,bintang 5,"packaging rapi,produk Ntaps punyaaaa",6 bulan lalu
Antonius,NAH Project - Sepatu Sneakers Unisex Flexknit Triple Black,bintang 5,Sesuai deskripsi. Seller respon cepat. Sukses buat seller,6 bulan lalu
T***o,NAH Project - Sepatu Sneakers Unisex Flexknit Triple Black,bintang 5,"modelnya keren pas di kaki, ringan banget untuk kerja yang mobile",6 bulan lalu
BlackBall,NAH Project - Sepatu Sneakers Pria Unisex Audacity-II Bone White,bintang 5,"bagus bgt, kedepannya butuh design yang lebih baru lagi",6 bulan lalu
Samuel,NAH Project - Sepatu Sneakers Unisex Flexknit Triple Black,bintang 5,nyaman...bagian atas elastis spt bahan karet... nyaman... sol sepatu agak keras untuk yang sudah terbiasa pakai boost atau bahan yang lembut.... tp overall sepatu yang ba... ,6 bulan lalu
Ainul,NAH Project - Sepatu Sneakers Pria Wanita ODE Quest Grey,bintang 5,"mantap, kurir Jan juga admin fast respon, barang juga datng dgn selamat, keren wes pokoknya, jgnkan sepatu, wadahnya ajh ada kesan spesialnya juga pas dibuka🥰🥰",6 bulan lalu
Windu,NAH Project - Sepatu Sneakers Putih Pria Wanita ODE All White,bintang 5,keren,6 bulan lalu
M***d,NAH Project - Sepatu Sneakers Pria Wanita ODE Quest Grey,bintang 5,bagus,6 bulan lalu
ade,NAH Project - Sepatu Sneakers Pria Unisex Audacity-II Black White,bintang 5,Barang nya dah sampai min nah yang ini baru ga apa. Ada jahitan yg kurang baik dikit sama ada noda mungkin gesekan dalam perjalanan. Masih bisa di bersihkan. Kirain mau d... ,6 bulan lalu
Ikhsan,NAH Project - Sepatu Sneakers Pria Unisex Audacity-II Black White,bintang 5,"barang sampai dengan selamat pengiriman cepat 
mantapss",6 bulan lalu
A***n,NAH Project - Sepatu Sneakers Unisex Flexknit Triple Black,bintang 5,Udh beli 3x karena ponakan pd pengen wkwk,6 bulan lalu
Susanto,NAH Project - Sepatu Sneakers Pria Unisex Audacity-II Black White,bintang 5,bagus,6 bulan lalu
Nanang,NAH Project - Sepatu Sneakers Pria Unisex Audacity-II Bone White,bintang 1,kaga jelas produk bermasalah kek gini dikirim,7 bulan lalu
R***n,NAH Project - Sepatu Sneakers Unisex Flexknit Triple Black,bintang 5,super nyaman,7 bulan lalu
Afiq,NAH Project - Sepatu Sneakers Pria Unisex Audacity-II Black White,bintang 4,"bagus banget, kedepannya semoga lem midsole-nya lebih rapi",7 bulan lalu
f***n,NAH Project - Sneakers Unisex Flexknit V3.0 Carbon Black,bintang 5,sepatu cakep,7 bulan lalu
H***n,NAH Project - Sepatu Sneakers Pria Unisex Audacity-II Bone White,bintang 5,bagus,7 bulan lalu
H***n,NAH Project - Sandal Pria Wanita Unisex Flicker Sandals Navy,bintang 5,Lem & jahitan rapi,7 bulan lalu
L***n,NAH Project - Sepatu Sneakers Unisex Flexknit V3.0 Burning Red,bintang 5,"ukuran pas, modelnya nggak kaku jadi nyaman buat dipakai harian. bahan nya bagus. semoga bisa awet. mantap",7 bulan lalu
A***p,NAH Project - Sneakers Unisex Flexknit V3.0 Carbon Black,bintang 5,biasa aja,7 bulan lalu
A***f,NAH Project - Sepatu Sneakers Unisex Flexknit V3.0 Burning Red,bintang 5,"Ternyata pas dateng melebihi ekspektasi, ini nyaman sih, kualitas ga kalah sama barang impor, kualitas begini untuk produk lokal dengan harga segitu diperbanyak dan dilan... ",7 bulan lalu
Dedy,NAH Project - Sneakers Unisex Flexknit V3.0 Carbon Black,bintang 5,"tetap seperti biasanya, nyaman, ringan, berkualitas dan berkelas

bintangnya ⭐️⭐️⭐️⭐️⭐️⭐️⭐️",7 bulan lalu
M***f,NAH Project - Sandal Pria Wanita Unisex Topo Sandals Black,bintang 4,"Secara barang, sendal produk nah project ini bagus dengan harga yang murah under 200k. bagian alasnya gak keras dan juga gak lembek, pas tingkat keempukannya. untuk bagia... ",7 bulan lalu
ade,NAH Project - Sepatu Sneakers Pria Unisex Audacity-II Black White,bintang 5,Terimakasih barang dh sampai. Untuk ukuran nya sesuai. Tapi di kaki ku di bagian kelingkingnya lumayan ngepress. Mau tuker takut ke gedean. Hahaha ga apalah belom menyesu... ,7 bulan lalu
D***Y,NAH Project - Sepatu Sneakers Unisex Flexknit V3.0 Burning Red,bintang 5,"belum unboxing, masih di luar kota.",7 bulan lalu
achmad,NAH Project - Sepatu Sneakers Pria Unisex Audacity-II Black White,bintang 5,cakep,7 bulan lalu
Abdul,NAH Project - Sepatu Sneakers Pria Unisex Flexknit V3.0 All White,bintang 5,Ok,7 bulan lalu
Y***a,NAH Project - Sepatu Sneakers Pria Unisex Flexknit V3.0 All White,bintang 5,"kualitas premiun, desain ok dan sirkulasi udara terbaik...",7 bulan lalu
Ahmad,NAH Project - Sepatu Sneakers Unisex Flexknit V3.0 Burning Red,bintang 5,kualitas barangnya bagus pengiriman cepat,7 bulan lalu
Jonatan,NAH Project - Sneakers Unisex Flexknit V3.0 Carbon Black,bintang 5,"JNT Kntl, kalau mau ngirim nggak usah pakai jnt. Kualiatas OK",7 bulan lalu
L***N,NAH Project - Sepatu Sneakers Unisex Flexknit V3.0 Burning Red,bintang 5,satu kata: ISTIMEWAAAAAAA!,7 bulan lalu
Bara,NAH Project - Sepatu Sneakers Unisex Flexknit Triple Black,bintang 4,"Sudah dipakai selama beberapa bulan, sepatunya nyaman dipakai akan tetapi bahan outsolenya kurang begitu bagus, sudah hampir botak",7 bulan lalu
Ferdinandus,NAH Project - Sepatu Sneakers Pria Unisex Audacity-II Black White,bintang 5,respon seller cepat n ramah..cinta produk dalam negri,7 bulan lalu
B***i,NAH Project - Sepatu Sneakers Pria Unisex Paragon Dark Olive,bintang 5,"worth it,sesuai deskripsi,mantap..",7 bulan lalu
Usamah,NAH Project - Sepatu Sneakers Pria Unisex Spark Forest Green,bintang 5,"ternyata malah kekecilan wkwkwk, kalau ada yg mau kabarin yaa nego alus",7 bulan lalu
Daniel,NAH Project - Sepatu Sneakers Pria Unisex Flexknit V3.0 All White,bintang 5,Sesuai dwngan harganya,7 bulan lalu
F***n,NAH Project - Sepatu Sneakers Unisex Flexknit Triple Black,bintang 5,Good quality and comfortable to wear. Proud Indonesian’s product!,7 bulan lalu
Iman,NAH Project - Sepatu Sneakers Unisex Flexknit Triple Black,bintang 5,modelnya keren pas di kaki. nyaman juga,8 bulan lalu
Wisnu,NAH Project - Sepatu Sneakers Pria Unisex Audacity-II Black White,bintang 5,looks very cool and comfort,8 bulan lalu
W***u,NAH Project - Sandal Pria Wanita Unisex Topo Sandals Black,bintang 5,Nyaman dipakai Modelnya keren 😎 Ukuran pas di kaki,8 bulan lalu
Soetianto,NAH Project - Sneakers Unisex Flexknit V3.0 Carbon Black,bintang 5,Model keren dan pas dikaki dan nyaman di gunakan,8 bulan lalu
E***y,NAH Project - Sepatu Sneakers Unisex Flexknit V3.0 Burning Red,bintang 5,"Barang sesuai dengan deskripsi, pake product Nah mantab, pas banget dan enak dipakainya, ini ke 2 ane beli sepatu merek nah project, sukses selalu yaa gan",8 bulan lalu
l***s,NAH Project - Sandal Pria Wanita Unisex Topo Sandals Black,bintang 5,Nyaman dipakai Ringan dipakai Lem & jahitan rapi Modelnya keren 😎,8 bulan lalu
R***i,NAH Project - Sepatu Sneakers Unisex Flexknit V3.0 Burning Red,bintang 5,"sepatunya pas di kaki , sesuai dengan harga",8 bulan lalu
Rai,NAH Project - Sepatu Sneakers Pria Unisex Audacity-II Bone White,bintang 5,produk bagus... terus berkembang local brand..👌,8 bulan lalu
F***a,NAH Project - Sneakers Unisex Flexknit V3.0 Carbon Black,bintang 5,"modelnya keren.
bahan outsole lentur / fleksibel.
semoga barangnya awet digunakan.",8 bulan lalu
T***h,NAH Project - Sneakers Unisex Flexknit V3.0 Carbon Black,bintang 5,"model keren, barang sesuai, nyaman, mantaab... sampe cepat... respon cepat ... walo ADM sempat miskom.. tapi jujur admin nya ... beli sepatu NAH sudah beberapa kali..",8 bulan lalu
R***i,NAH Project - Sepatu Sneakers Pria Unisex Audacity-II Bone White,bintang 5,untuk jahitan masih kurang rapih dikit tapi gpp dah,8 bulan lalu
A***a,NAH Project - Sepatu Sneakers Unisex Flexknit V3.0 Burning Red,bintang 5,"Kado utk orang tua dan hamdallah beliau suka ya, makasi NAH Project! Bahannya bagus dan empuk, cocok dipake jalan kmn2. Ukurannya standar jd gampang sesuaiinnya.",8 bulan lalu
Vicky,NAH Project - Sepatu Sneakers Pria Unisex Flexknit V3.0 All White,bintang 4,"Review Jujur : Dari segi ukuran pas, dari segi material cukup bagus, untuk solnya agak keras. tapi overall nyaman, dan sepatunya sangat ringan. waktu pertama kali sampai... ",8 bulan lalu
f***l,NAH Project - Sepatu Sneakers Unisex Flexknit V3.0 Burning Red,bintang 5,mantap,8 bulan lalu
Made,NAH Project - Sandal Pria Wanita Unisex Topo Sandals Black,bintang 5,"Empuk, Nyaman dan Keren",8 bulan lalu
A***i,NAH Project - Sepatu Sneakers Pria Unisex Flexknit V3.0 All White,bintang 5,bagus semoga rnak di pakai dan tahan lama,8 bulan lalu
Kris,NAH Project - Sepatu Sneakers Unisex Flexknit V3.0 Burning Red,bintang 5,"Menurut saya sol bawah nya agak kaku dan keras. Tapi pas di kaki. Bahan bagian atasnya lembut. Saya dapet di harga 200K, jadi ya cukup sepadan sama harganya. Belum tau gi... ",8 bulan lalu
Fany,NAH Project - Sepatu Sneakers Pria Unisex Paragon Dark Olive,bintang 5,"Pertama lihat langsung jatuh hati sama komposisi warna Olive-Black-White nya... Berat sepatunya normal sneakers biasanya, ngga berat banget dan ngga enteng murahan... Ada... ",8 bulan lalu
D***o,NAH Project - Sneakers Unisex Flexknit V3.0 Carbon Black,bintang 5,"ringan dan nyaman di kaki, sesuai deskripsi",8 bulan lalu
Alfred,NAH Project - Sneakers Unisex Flexknit V3.0 Carbon Black,bintang 5,"Sepatu brand lokal yang bersaing, suka kualitasnya, bahan nyaman dan empuk, warna enak dipandang, percaya diri dipakai ke mana-mana, terima kasih seller",8 bulan lalu
Alfred,NAH Project - Sepatu Sneakers Pria Unisex Flexknit V3.0 All White,bintang 5,"Sepatu brand lokal yang bersaing, suka kualitasnya, bahan nyaman dan empuk, warna enak dipandang, percaya diri dipakai ke mana-mana, terima kasih seller",8 bulan lalu
Adi,NAH Project - Sepatu Sneakers Unisex Flexknit Triple Black,bintang 5,nicee,8 bulan lalu
Raymond,NAH Project - Sepatu Sneakers Unisex Flexknit V3.0 Burning Red,bintang 3,"sepatunya sendiri okelah, cuman konyolnya pas saya beli harga di 275rb, selang sehari harga turun jadi 200rb. nyesek aja sih.",8 bulan lalu
M,NAH Project - Sneakers Unisex Flexknit V3.0 Carbon Black,bintang 4,ada bagian kurang rapi di sepatu sebelah kiri,8 bulan lalu
nandang,NAH Project - Sneakers Unisex Flexknit V3.0 Carbon Black,bintang 5,keren dan nyaman,9 bulan lalu
M***A,NAH Project - Sepatu Sneakers Pria Unisex Audacity-II Bone White,bintang 5,Bagus kok barangnya,9 bulan lalu
Chano,NAH Project - Sneakers Unisex Flexknit V3.0 Carbon Black,bintang 5,"tak menyangka senyaman dan se enjoy ini sepatu nya, pantesan pak De sering makai ini waktu kunjungan ke daerah daerah. top lah pokoknya kwalitas atas dengan harga bawah r... ",9 bulan lalu
verdy,NAH Project - Sepatu Sneakers Unisex Flexknit Triple Black,bintang 5,"sepatu ringan, secara panjang uk 44nya nyaman, tapi punggung kaki agak ketat, mungkin memang modelnya spt itu. lem agak kurang rapi. but still okay",9 bulan lalu
A***l,NAH Project - Sneakers Unisex Flexknit V3.0 Carbon Black,bintang 5,Mantaaaaap,9 bulan lalu
D***y,NAH Project - Sepatu Sneakers Pria Unisex Audacity-II Black White,bintang 5,OK 👍🏻🤘🏻,9 bulan lalu
Abdul,NAH Project - Sepatu Sneakers Pria Unisex Audacity-II Bone White,bintang 5,Ok,9 bulan lalu
Abdul,NAH Project - Sepatu Sneakers Unisex Flexknit V3.0 Burning Red,bintang 5,Ok,9 bulan lalu
IMD,NAH Project - Sepatu Sneakers Pria Unisex Flexknit V3.0 All White,bintang 5,Terima kasih banyak.. :),9 bulan lalu
Y***p,NAH Project - Sneakers Unisex Flexknit V3.0 Carbon Black,bintang 5,sesuai harga,9 bulan lalu
Fikri,NAH Project - Sepatu Sneakers Pria Unisex Audacity-II Black White,bintang 5,"Nyaman juga di kaki, local pride. 
Sayang kurirnya lama padahal sama sama di Bandung",9 bulan lalu
Yuda,NAH Project - Sepatu Sneakers Pria Unisex Audacity-II Bone White,bintang 4,"parah pake U
kalo sepatu mah bagus udah TOP lah..
tapi ekspedisi JNT ini yg ngeselin, dari bandung biasanya paling lama 3 hari ke Tangerang meskipun overload..
lah ini 2... ",9 bulan lalu
Jeremy,NAH Project - Sepatu Sneakers Unisex Flexknit Triple Black,bintang 5,"packing bagus kardus di double, bahan enak, sepatu ringan.. merk yang udah sampe tangan pak ******* semoga awet..",9 bulan lalu
Henrikus,NAH Project - Sneakers Unisex Flexknit V3.0 Carbon Black,bintang 5,"sepatunya mantap.. walau sedikit kebesaran tapi tetap nyaman. Karena model knit, jadinya terasa menyatu dengan kaki. Terasa empuk untuk dibuat jalan. 👍",9 bulan lalu
d***d,NAH Project - Sepatu Sneakers Pria Unisex Paragon Dark Olive,bintang 5,ok.. mantap..,9 bulan lalu
Holil,NAH Project - Sepatu Sneakers Unisex Flexknit Triple Black,bintang 5,manatab nyamann next order lagi ahj,9 bulan lalu
M***s,NAH Project - Sepatu Sneakers Unisex Flexknit Triple Black,bintang 5,Nyaman dan pas di kaki,9 bulan lalu
Dierzan,NAH Project - Sepatu Sneakers Unisex Flexknit V3.0 Burning Red,bintang 5,overall baguss deh pokoknya. thanks NAH project,9 bulan lalu
arief,NAH Project - Sepatu Sneakers Unisex Flexknit V3.0 Burning Red,bintang 5,model keren pas di kaki,9 bulan lalu
A***a,NAH Project - Sepatu Sneakers Unisex Flexknit Triple Black,bintang 5,⭐⭐⭐⭐⭐,9 bulan lalu
Leif,NAH Project - Sandal Pria Wanita Feel The Pulse Sandals White,bintang 5,untuk lem rapi dan solnya empuk nyaman di kaki,9 bulan lalu
Dade,NAH Project - Sepatu Sneakers Unisex Flexknit V3.0 Burning Red,bintang 5,"sepatunya bagus, bahanya oke, utk ukuran saya coba tuker 1 diatas ukuran saya krn ngepas bgt sepatunya, good job utk produk lokal!",9 bulan lalu
D***t,NAH Project - Sneakers Unisex Flexknit V3.0 Carbon Black,bintang 5,mantap,9 bulan lalu
f***n,NAH Project - Sepatu Sneakers Unisex Flexknit Triple Black,bintang 5,"mantapp poll, keren..",9 bulan lalu
Anto,NAH Project - Sepatu Sneakers Unisex Flexknit Triple Black,bintang 5,"Mantap modelnya keren, nyaman dipake dan enteng...",9 bulan lalu
H***s,NAH Project - Sneakers Unisex Flexknit V3.0 Carbon Black,bintang 5,"bagus, semoga awet",9 bulan lalu
Darel,NAH Project - Sepatu Sneakers Unisex Flexknit V3.0 Burning Red,bintang 5,ok bagus,9 bulan lalu
A***i,NAH Project - Sepatu Sneakers Unisex Flexknit V3.0 Burning Red,bintang 5,merah bet,10 bulan lalu
B***y,NAH Project - Sneakers Unisex Flexknit V3.0 Carbon Black,bintang 5,Bagus,10 bulan lalu
Ikhsan,NAH Project - Sepatu Sneakers Pria Unisex Audacity-II Bone White,bintang 5,Mantull,10 bulan lalu
Rafa,NAH Project - Sepatu Sneakers Pria Unisex Audacity-II Bone White,bintang 5,Mantap Barangnya Sangat Bagus JAITANNYA lumayan Bagus Okelah Untuk harga Segini👍👍😸,10 bulan lalu
K***a,NAH Project - Sepatu Sneakers Pria Unisex Audacity-II Black White,bintang 4,"Modelnya bagus, dicoba sebentar sepertinya cukup nyaman. 

Hanya detail kecil saja yg mungkin harus diperhatikan seperti lem, potongan yg kurang rapih. 

Semoga nanti kal... ",10 bulan lalu
